id,image_path,text,headline,date,label (true = 1 / false = 0)
ID0209,C:\Users\A S U S\Downloads\Health Images\Images\209.png,"Litro Gas Lanka caters to the bulk of Sri Lanka’s domestic LPG gas requirements. The diminishing foreign reserves in Sri Lanka meant that importing LPG gas to the country had become a challenging task, over the past few months. However, Litro started distribution of 12.5kg cylinders since 11th July once again and Litro Chairman Mr. Muditha Peiris says that the problem regarding domestic gas supply can be solved by the end of July.",Clarification on misleading claims on pricing of Litro Gas 12.5kg cylinder!,7/23/2022,0
ID0210,C:\Users\A S U S\Downloads\Health Images\Images\210.png,"Gotabaya Rajapaksa, who had left the country amidst ongoing political and economic chaos, has now officially resigned as the president of Sri Lanka. He first travelled to Maldives in the early hours of 13th July and then boarded a flight to Singapore, which incidentally was reported as the most tracked flight on 14th July.
As many were curious about Gotabaya Rajapaksa’s whereabouts, we noticed an image of him, seated inside a flight to be viral among social media users, claiming to be recent scenes.",Image of Gotabaya Rajapaksa inside the flight – Maldives to Singapore? Find out the Truth…,7/15/2022,0
ID0211,C:\Users\A S U S\Downloads\Health Images\Images\211.png,"President Gotabhaya Rajapaksa left the country on early hours of 13th July. Many were anticipating the news of his official resignation letter of vacating the office. As a result, a letter claiming to be President Gotabaya Rajapaksa’s official resignation letter was widely shared, which however didn’t even carry his signature! 
On t14th July evening, the same letter got viral again, this time with a signature.",Fake Letter Viral as Gotabaya Rajapaksa’s Resignation Letter !,7/15/2022,0
ID0212,C:\Users\A S U S\Downloads\Health Images\Images\212.png,"A statement attributed to Father Amila Jeevantha Peiris, who actively contributed to the Gotagogama (GGG) Protest, was viral among Facebook users. It was claimed that Fr. Jeewantha said that even though a black ‘Vesak’ was celebrated during the GGG protests in May 2022, such was not required for this Christmas.",Father Jeevantha Peiris did NOT make a statement on any Black Vesak celebration during the ‘Aragalaya’!,12/28/2022,0
ID0213,C:\Users\A S U S\Downloads\Health Images\Images\213.png,"We often encounter instances where the public needs clarification on misleading news reporting, sometimes even by mainstream media outlets. Here is an investigation done by Fact Crescendo to find out the accuracy of such a news report, which had not only misled but also had undue fear to people who were already suffering due to the current economic crisis in the country.",Misleading reporting confused many Sri Lankans into believing Government had imposed a new Embarkation Levy! Find out the facts…,1/20/2023,0
ID0214,C:\Users\A S U S\Downloads\Health Images\Images\214.png,The Daily Mirror newspaper reported a few days ago that New Zealand updated its travel advisory status against visiting Sri Lanka and requested that New Zealand nationals exercise “increased caution” in the island nation of Sri Lanka if they wish to travel to Sri Lanka. ,Has New Zealand Imposed Travel Advisory Against Visiting Sri Lanka? Find out the Facts…,2/15/2023,0
ID0215,C:\Users\A S U S\Downloads\Health Images\Images\215.png,A video went viral on social media claiming to be the vehicle convoy of President Ranil participating in a pre-Independence Day celebration in Kandy. ,"Know the Truth Behind the Video, Shared as President Ranil’s Vehicle Convoy in Kandy?",2/7/2023,0
ID0216,C:\Users\A S U S\Downloads\Health Images\Images\216.png,"As we know, Sri Lanka is facing a deep economic crisis and is literally bankrupt as the country cannot settle local and international loans. Within this background, the government of Sri Lanka is trying to secure an IMF bailout. However, to get the IMF bailout, Sri Lanka needs favorable responses from lender countries who have provided major loans to Sri Lanka. 
China is one such major lender nation to Sri Lanka, and the assurance /promise from China is more helpful to Sri Lanka in convincing IMF that the background for debt restructuring is on the correct path.  ",Forged Letter Goes Viral Claiming That China is Not Ready To Amortize SL’s Outstanding Debt!,2/4/2023,0
ID0217,C:\Users\A S U S\Downloads\Health Images\Images\217.png,Posts are widely circulated on social media stating that a public meeting would be held against the current coalition government under the leadership of former President Mahinda Rajapaksa. ,Is Mahinda Rajapaksa planning to stage a public rally against the current regime?,3/31/2023,0
ID0218,C:\Users\A S U S\Downloads\Health Images\Images\218.png,"Last week, the world’s attention was focused on the highly anticipated visit of Xi Jinping, the President of China, to Russia. The visit was seen as an opportunity for friendly cooperation between China and Russia. News about the world’s potential political direction from this event was widespread (Read about this global-impact meeting here). Amidst this news, A photo of Putin kneeling to Xi circulated across social media platforms. ",Fake Photo: Putin Did NOT Kneel Before Xi Jinping,3/30/2023,0
ID0219,C:\Users\A S U S\Downloads\Health Images\Images\219.png,"The escalating tensions between Russia and Ukraine due to the ongoing conflict have raised global concerns. Apart from military attacks, there have been allegations of both sides spreading misinformation to discredit the other. Consequently, this has caused widespread speculation and the spread of false information online.
Recently, pictures of Russian President Vladimir Putin wearing Buddhist monk costumes have been circulating online. These pictures have sparked curiosity and raised questions about their authenticity and origin.","Viral Pictures of Putin in Buddhist Monk Costumes are AI-Generated, Not Real !",3/19/2023,0
ID0220,C:\Users\A S U S\Downloads\Health Images\Images\220.png,"Claims are viral on social media, implying that the Central Bank of Sri Lanka released Rs.1000 coins for public circulation. In a sarcastic manner, these posts suggest that the value of the rupee has depreciated so much, and that’s why the coins of such high value are being released to the market. 
However, the Factcrescendo investigation found that the SL Central Bank had indeed recently released an Rs. 1000/- coin, yet you cannot use this for daily transactions! ",Did the Central Bank of SL release A Rs.1000 coin for public circulation?,3/23/2023,0
ID0221,C:\Users\A S U S\Downloads\Health Images\Images\221.png,"The former president of Sri Lanka, Gotabaya Rajapaksa, continuing on the pre-election mandate, implemented several steps to move towards organic fertilizer. However, this move was not properly phased out and heavily backfired and was one of the reasons for the start of the protests against the Rajapaksa regime. 
Under the fertilizer policy, the Rajapaksa government decided to import a massive quantity of organic fertilizer and finally settled the deal with a Chinese firm called Qingdao Seawin Biotech. However, the transaction did not conclude as preliminary tests on samples in Sri Lanka confirmed that the Qingdao fertilizer contained certain harmful micro-organisms that can cause crop failure. Ultimately, this fertilizer ship had to be turned back, causing a massive loss to Sri Lanka, and later escalated even towards diplomatic tension between SL & China.
In the last few days, many FB posts were circulated on social media, which claimed that the CEO of the local agent of Qingdao Seawin Biotech, the infamous Chinese Organic fertilizer company, was, in fact, a candidate contesting for the upcoming local government election under the National People’s Power (NPP) party.",Explainer on viral claims involving NPP candidate Bimal Jayasundara and Chinese Organic Fertilizer deal!,3/10/2023,0
ID0222,C:\Users\A S U S\Downloads\Health Images\Images\222.png,"On many occasions, photos of individuals with similar appearances are used to mislead social media users and portray misleading interpretations. Recently we came across a similar instance when an unrelated photograph was attributed to actress Damitha Abeyratne. ",This is NOT Damitha Abeyaratne Extending Avurudu Wishes to Mahinda Rajapaksa!,4/22/2023,0
ID0223,C:\Users\A S U S\Downloads\Health Images\Images\223.png,"In the last few days, various rumors have been spread in the political arena about a possible alliance of some SJB MPs with President Ranil Wickremesinghe. But so far, none of the SJB MPs have officially announced joining with the President, and the general public is keeping an eye on the political decisions of SJB and the reactions of the opposition leader Sajith Premadasa. Therefore, here is our investigation of SJB-related rumors.",Sajith Did NOT Make a Recent Statement to Form an Alliance with President Ranil & the UNP!,4/17/2023,0
ID0224,C:\Users\A S U S\Downloads\Health Images\Images\224.png,"In the Asian region, politicians are usually highly criticized and mocked by the public. Several politicians are also considered corrupt and involved in various malicious activities. As a result, many misleading social media content insulting politicians gets viral. This is one of our investigations about viral posts stating a video depicts the  Indian Housing minister falling into a septic tank. ",This is NOT an instance of an Indian housing minister falling into a septic tank!,5/15/2023,0
ID0225,C:\Users\A S U S\Downloads\Health Images\Images\225.png,"The coronation ceremony of King Charles III is a significant event in British history, signifying the transition of power to a new monarch. The coronation is one of the symbols of the British monarchy, consisting of various customs and parades that both royalists and the general public anticipate. Therefore, this event is considered an indication of a new era in British history. Furthermore, the ceremony is meaningful because it marks the end of King Charles III’s lifetime preparation and training after holding the position of heir apparent to the throne for many years.
Amidst the news of the grand royal ceremony, where many famous guests were present, we discovered another incident that caught the public’s attention: the mysterious figure that appeared during the live broadcast of the ceremony at Westminster Abbey. Social media users have speculated that the shadowy figure in a black cloak resembles the “Grim Reaper.”",King Charles III’s Coronation: The Viral Grim Reaper Explained,5/9/2023,0
ID0226,C:\Users\A S U S\Downloads\Health Images\Images\226.png,"India is one of the world’s largest countries in terms of population and land mass. The Indian economy is also making significant strides amidst social and economic issues, with many investors showing interest in making India a manufacturing hub.  
Within that background, we came across viral social media posts that exaggerated India’s financial and economic development and claimed that the Indian Rupee had become the World`s fourth most recognized currency. But first, let’s take a look at how the claim was shared among social media users. ",Has the Indian Rupee Become the World`s Fourth Most Recognized Currency? Find Out the Facts…,5/5/2023,0
ID0227,C:\Users\A S U S\Downloads\Health Images\Images\227.png,"Holding one of the viral ministries, Minister of Foreign Affairs Ali Sabry has been actively involved in a number of multilateral and bilateral discussions with several world leaders and foreign diplomats over the past few months. However, a recent viral Tweet had questioned the amount of money the minister had spent during his recent foreign visits. ",Did Foreign Minister Individually Spend Over 50 Million On Recent Foreign Visits? Find out the facts…,6/21/2023,0
ID0228,C:\Users\A S U S\Downloads\Health Images\Images\228.png,"Sri Lankan Airlines is the national airline of Sri Lanka, operating flights to various destinations around the world, mainly from Bandaranaike International Airport (BIA), Katunayake. However, Sri Lanka Airlines has been experiencing a troublesome period recently, with many debt burdens and technical issues leading to flight delays. As a result, frequent criticisms from passengers have damaged the reputation of the national carrier of Sri Lanka. Some complaints seem fair and just, but some criticisms are unfair and unrelated to the airline’s current situation. This is our investigation of one such misleading criticism. ","Sri Lankan Airlines Flight Delay Alert in 2018, Viral as Recent!",6/2/2023,0
ID0229,C:\Users\A S U S\Downloads\Health Images\Images\229.png,"The death of former US president Barak Obama’s family chef, Tafari Campbell, 45, has been creating stories in social media and mainstream media for around a week. According to many media reports, the cause of the death was mentioned as drowning while the chef was paddleboarding in the upscale Massachusetts town of Martha’s Vineyard. Within these circumstances, there are conspiracy theories that try to convince the death was suspicious, and even it can be a murder involving Barak Obama himself. ",Misleading Claims Linking Obama`s Usual Physical Characteristics to the Death of their family Chef,7/31/2023,0
ID0230,C:\Users\A S U S\Downloads\Health Images\Images\230.png,"US Ambassador to Sri Lanka, Julie Chung, is an active figure on Twitter and has regularly expressed views of the US government on crucial social and political matters related to Sri Lanka.
However, recently, she has often become a victim of false propaganda. We recently came across a Tweet stating that Julie Chung has been recalled back to the US and will leave Sri Lanka in December",US Ambassador Julie Chung Has Not Been Recalled to Washington – US Embassy in Colombo,7/29/2023,0
ID0231,C:\Users\A S U S\Downloads\Health Images\Images\231.png,"Since Elon Musk has taken on the reigns of Twitter, many policies and values of Twitter have been under dramatic transformation. A significant change has occurred in the account verification process as the company started charging a subscription fee for the different types of newly introduced badges. 
There have been mixed reactions to this move by Twitter from many quarters, with many opting not to move ahead with the subscription model and questions over the credibility of some of the paid accounts have also risen. 
Meanwhile, social media posts claim that the Sri Lankan Foreign Ministry is paying 1000 USD per month to Twitter to keep Minister`s Twitter account`s grey tick alive. ",Foreign Ministry Does NOT Pay 1000 USD Monthly to Keep Minister Sabry`s Grey Tick on Twitter!,7/13/2023,0
ID0232,C:\Users\A S U S\Downloads\Health Images\Images\232.png,"To secure the country’s fuel supply issues, the government of Sri Lanka expanded the opportunity for foreign companies to bid to enter the local market. As a result, three companies were selected. Among them, Sinopec, a leading international petroleum company headquartered in China, became the first to sign an agreement with the Sri Lankan government and is set to commence fuel sales operations next month after BOI also signed an agreement with Sinopec to operate and set up fuel stations for distribution in Sri Lanka.
With new players entering the fuel sales operations, which were monopolized by Petroleum Corporation (CPC) and Lanka Indian Oil Company (LIOC), speculation has arisen, supported even by reports from mainstream newspapers, suggesting that Sinopec may have approached CEYPETCO with a request to sell oil at lower prices. However, CEYPETCO has still been silent over their request. ","Sinopec Can Sell Fuel Oil below the MRP value set by the Ministry, No Obstacle from the Government!",8/17/2023,0
ID0233,C:\Users\A S U S\Downloads\Health Images\Images\233.png,"Sri Lankan President Ranil Wickremesinghe is attending the 78th United Nations General Assembly in New York. A few days ago, he addressed the General Assembly and highlighted some critical topics related to Sri Lanka and internationally, such as global climate change. 
Soon after the president’s speech, a photo post of purportedly President Wickremasinghe addressing the UN General Assembly has gone viral among social media users in Sri Lanka"," This Image Depicts the German Chancellor Addressing the UN General Assembly, NOT Ranil Wickremesinghe!",9/23/2023,0
ID0234,C:\Users\A S U S\Downloads\Health Images\Images\234.png,"US Ambassador to Sri Lanka, Julie Chung, is an active figure and has regularly expressed views of the US government on crucial social and political matters related to Sri Lanka. As a result, she has often become a victim of false propaganda as well.
We recently came across social media posts stating that Ms. Julie Chung is fully sponsoring the US tour of one of Sri Lanka`s leftist political leaders, Anura Kumara Dissanayake (AKD), including food and lodging. ",Fabricated Newspaper Clipping Claims That US Ambassador Sponsors AKD`s US Tour!,10/27/2023,0
ID0235,C:\Users\A S U S\Downloads\Health Images\Images\235.png,"Last month, a 98-year-old Ukrainian man named Yaroslav Hunka was given a standing ovation in the Canadian Parliament after being introduced as a war hero. This caused global condemnation, as Hunka is a veteran of the 14th Waffen Grenadier Division of the SS, a Nazi unit. Canadian Prime Minister Justin Trudeau was forced to apologize on behalf of the parliament.
Meanwhile, social media posts have been circulating claiming that Russian President Vladimir Putin called Trudeau an idiot. ",Putin did not say the Canadian PM is an idiot!,10/7/2023,0
ID0236,C:\Users\A S U S\Downloads\Health Images\Images\236.png,"During the recent Budget debate, Sri Lankan President Ranil Wickremesinghe announced that Presidential and Parliamentary elections would take place in 2024. Following this announcement, numerous social media posts discussing the possible presidential candidates and expected outcomes have emerged. ",The Centre For Policy Alternative Has NOT Published Any Survey Results on the Outcome of the 2024 Presidential Election!,11/29/2023,0
ID0237,C:\Users\A S U S\Downloads\Health Images\Images\237.png,"The CWC 2023 final was played between India and Australia in Narendra Modi Stadium in Ahmedabad on 19 November. Australia won the World Cup trophy for a record sixth time by defeating India. A video of the post-match ceremony is going viral on social media. In this video, Australia’s captain, Pat Cummins, can be seen holding the trophy. PM Modi can be seen looking at Pat Cummins and walking away from the stage. 
Social media users claim that PM Modi left the stage without congratulating and clicking photos with the winning captain, Pat Cummins. ",Did PM Modi Leave the World Cup Trophy Awarding Ceremony Without Congratulating the Australian team captain? Know the truth.,11/21/2023,0
ID0238,C:\Users\A S U S\Downloads\Health Images\Images\238.png,"Even though keen observers may quickly identify manipulated images, average social media users often get deceived by misleading image edits.  This investigation focuses on misleading posts circulating on social media related to a currency note image. ","Fact Check: Doctored Image Goes Viral as A New 10,000 Rupee Note in Sri Lanka!",11/17/2023,0
ID0239,C:\Users\A S U S\Downloads\Health Images\Images\239.png,"The recent unrest in Israel and Palestine has been ongoing for over a month. As the situation continues to escalate, there have been reports of alleged assassination attempts on the President of Palestine in the past week. ",Unrelated Footage Viral as Assassination Attempt of the Palestinian President!,11/15/2023,0
ID0240,C:\Users\A S U S\Downloads\Health Images\Images\240.png,"Sri Lanka is a multi-ethnic and multi-religious nation where several ethnoreligious groups have been co-existing for centuries. However, this co-existence has been threatened at times, none more prominent than the 30-year ethnic conflict between the Sinhalese and Tamil ethnic groups, which significantly halted the progress of the country. 
Amidst efforts to rebuild and reconcile, misleading social media posts still get shared, mainly targeting sensitive issues such as the national language policy. Our investigation focuses on unravelling the origins behind these misconceptions, aiming to foster a more informed public discourse. ",Was Tamil recently introduced as the language of courts and administration in North & East? Find out the truth…,12/28/2023,0
ID0241,C:\Users\A S U S\Downloads\Health Images\Images\241.png,"President Ranil Wickremesinghe’s announcement of the 2024 presidential election has sparked a flurry of social media posts speculating about potential candidates. Our investigation reveals a notable prevalence of misleading information in these posts. Emphasising the need for caution and reliance on credible sources, our efforts aim to debunk false rumours. ","SLPP Has NOT selected Dhammika Perera as their presidential candidate so far, but Dhammika is on the list of potential candidates!",12/20/2023,0
ID0242,C:\Users\A S U S\Downloads\Health Images\Images\242.png,"As with many parts of the world, 2024 will also see Sri Lanka going into major elections. Social media has already become a hub of discussions, with numerous posts addressing the political landscape and various predictions.
However, a concerning trend has emerged – the circulation of fake infographics claiming to represent survey results, falsely attributing them to well-known research institutes like Verité  Research. ","A Purported Election Result Prediction, Falsely Attributed to Verité Research!",12/18/2023,0
ID0243,C:\Users\A S U S\Downloads\Health Images\Images\243.png,"In Sri Lanka, some individuals showcase remarkable creativity by developing innovative products. Unfortunately, there is a recurring tendency for these innovators to face mockery within social media platforms rather than receive the encouragement they deserve. 
Our investigation sheds light on one such incident, aiming to understand and address these talented individuals’ challenges as they strive to contribute their inventive ideas to society. ","Innovative c Products by Suchindra Dilumge, Not Linked to Akuressa Co-op or NPP",12/13/2023,0
ID0244,C:\Users\A S U S\Downloads\Health Images\Images\244.png,"There have been a few instances where beverage brands have introduced products resembling the name and taste of Coca-Cola. Recently, rumours have suggested that the Mawathgama Cooperative, led by the National People’s Power (NPP), has developed and successfully introduced a low-budget cola, which has gained popularity in the local market. ",Altered image goes viral as”Samoopa Cola” Created by NPP-led Mawathagama Co-op!,12/12/2023,0
ID0245,C:\Users\A S U S\Downloads\Health Images\Images\245.png,"Sri Lanka has been navigating a challenging economic recovery following its worst post-independence crisis in recent years. In the aftermath of the Rajapaksa regime and the subsequent leadership of President Wickremesinghe, the government made some changes in the country’s tax procedure. 
However, many have not welcomed these decisions, which has led to an increased cost of living. The dissatisfaction is aggravated by the circulation of misinformation regarding prevailing taxes. ",Fact Check: Misleading Claims About a New Commodity Levy Imposed on Various Food Items in Sri Lanka,12/5/2023,0
ID0246,C:\Users\A S U S\Downloads\Health Images\Images\246.png,"As the prospects of elections are gradually looming in Sri Lanka, discussions about possible alliances have also slowly started taking shape. Possible personnel changes from the ruling party and the main opposition party have been key discussion points in this regard.",No Decision from Sarath Fonseka to Join with NPP!,1/29/2024,0
ID0247,C:\Users\A S U S\Downloads\Health Images\Images\247.png,"As the much-anticipated presidential election is expected towards the end of the year, there has been a recent surge of misinformation campaigns, specifically targeting the opposition leader Sajith Premadasa. ","Fake Statements Go Viral, Ridiculing Opposition Leader Sajith!",1/29/2024,0
ID0248,C:\Users\A S U S\Downloads\Health Images\Images\248.png,"Social media was abuzz with the news of the fatal accident on the Colombo – Katunayake expressway, which accounted for the death of State Minister Sanath Nishantha in the early hours of January 25th. Soon after, an image claiming to be scenes of people celebrating the Minister’s death went viral. ",Unveiling the Reality Behind the Alleged Celebration in Borella Following Death Of Sanath Nishantha!,1/27/2024,0
ID0249,C:\Users\A S U S\Downloads\Health Images\Images\249.png,"As per the constitution of Sri Lanka, the presidential election is scheduled before the end of 2024. Against this backdrop, a surge of misleading information had emerged from both social media and mainstream outlets. Our investigation aims to shed light on viral claims regarding purported survey results related to presidential election candidate preferences. ",Lack of clarity on Purported Survey Findings of Presidential Candidate Preferences!,1/23/2024,0
ID0250,C:\Users\A S U S\Downloads\Health Images\Images\250.png,"Leader of the Samagi Jana Balawegaya (SJB) and Leader of the Opposition, Sajith Premadasa, announced that the SJB has decided to politically collaborate with the United National Party (UNP) under a joint program, based on the leadership and guidance of the SJB.
He stated that this unanimous decision was reached during the Working Committee meeting held yesterday (09) and at two Management Committee meetings held prior to it.
Expressing further views, Premadasa said that the two parties will continue to work together on practical and people-centered policy agreements aimed at addressing the challenges and issues faced by the country and its citizens, while maintaining the individual identities of both parties. ",SJB and UNP to collaborate under a joint political program – Sajith,10/10/2025,1
ID0251,C:\Users\A S U S\Downloads\Health Images\Images\251.png,"Sri Lanka imposed a vehicle importation ban a few years ago amid a severe economic crisis and declining dollar reserves. While the economy is on the path to recovery with the removal of import restrictions on some of the items, the ban on vehicle imports persists.
However, recent rumours suggest that the government is considering a partial relaxation of this ban, possibly reflecting a strategic effort to balance economic stimulation. ",Sri Lanka Government Has NOT Decided Yet To Allow Motor Vehicle Importation,1/9/2024,0
ID0252,C:\Users\A S U S\Downloads\Health Images\Images\252.png,"The Sri Lankan government’s recent introduction of the Tax Identification Number (TIN) to enhance tax collection procedures amid the country’s economic crisis has not been welcomed by many groups. Critics argue that the imposition of TIN adds to the financial burden on the struggling population. Moreover, there has been a surge in misleading posts circulating online, targeting the TIN and disseminating misinformation about its implementation procedures. This misinformation has fueled skepticism and opposition. ",No Evidence of An Organized Criminal Group Posing as Government Officials for TIN Registration!,1/7/2024,0
ID0253,C:\Users\A S U S\Downloads\Health Images\Images\253.png,"Sri Lanka is currently grappling with a severe economic crisis, prompting the government to implement measures like tax increases to boost state revenue. As a consequence, the domestic gas price has also surged, driven in part by a recent Value Added Tax (VAT) increment and some other factors. 
This has triggered a surge in social media posts, some of which contain misleading information. It is crucial to ensure that the public is well-informed to facilitate constructive discussions amid these challenging economic conditions",Misleading Allegations About Gas Price Fluctuations Before & After Aragalaya!,1/4/2024,0
ID0254,C:\Users\A S U S\Downloads\Health Images\Images\254.png,"Sri Lanka is currently grappling with ways to overcome its worst economic crisis since gaining independence in 1948.  This has prompted the government to increase state revenue through various measures, one such being raising the Value Added Tax (VAT) to 18% from the existing 15%. 
However, misleading social media posts have emerged, particularly regarding the impact of this tax hike on the digital and telecommunication industry. Our investigation aims to clarify the situation by separating fact from fiction and providing an accurate assessment of the actual implications of the VAT increase for these sectors.",Unsubstantiated False Claims of  High Increments in Telecommunication Charges in Sri Lanka Due to VAT,1/3/2024,0
ID0255,C:\Users\A S U S\Downloads\Health Images\Images\255.png,"Sri Lanka’s tourism industry has experienced a significant surge over the last few months, attracting numerous renowned figures for vacation retreats. Despite this positive trend, there have been misleading social media assertions falsely suggesting that former US President Barack Obama is presently vacationing in Sri Lanka. Below is our investigation of it. ",Obama Drinking A Coconut From a Streetside Shop in SL is an Old & Altered Image!,1/1/2024,0
ID0256,C:\Users\A S U S\Downloads\Health Images\Images\256.png,"The deadly Easter Sunday attacks in 2019 stand as one of the most gruesome tragedies in Sri Lankan history. Nearing five years since the horrid attack, the investigation has failed to provide solid answers to many questions. However, misleading posts and images continue to be circulated, falsely attributing unrelated individuals to the Easter attacks and linking them to various political narratives. Let’s look at one such claim that has been doing rounds since 2019. ","NPP Leader Posing with A Terrorist Linked to Easter Attacks? Find Out the Truth Behind This Image, Going Viral Since 2019!",2/22/2024,0
ID0257,C:\Users\A S U S\Downloads\Health Images\Images\257.png,"The Samagi Jana Balawegaya (SJB), the main opposition party in Sri Lanka, and its members are often subjected to disinformation campaigns. Recently, two female MPs from the SJB have become victims of such trends, wherein false or misleading information is deliberately spread to damage their reputation or undermine their credibility. These disinformation efforts pose a threat not only to the affected MPs but also to the democratic process by manipulating public opinion and sowing distrust. ",Thalatha & Rohini Have NOT Been Banned From Attending SJB Media Briefings/Activities!,2/15/2024,0
ID0258,C:\Users\A S U S\Downloads\Health Images\Images\258.png,"The Online Safety Bill became one of the most contentious bills in Sri Lanka. Despite strong objections by the opposition, the government secured parliamentary approval, and the bill was passed into law with the speaker’s signature. ",Minister Alles did NOT make a statement about the first arrest under the online safety bill!,2/14/2024,0
ID0259,C:\Users\A S U S\Downloads\Health Images\Images\259.png,"Recently, an annual general meeting and election were held at a hotel in Galle to select a director for the Galle District Chamber of Commerce and Industries. However, misleading social media posts regarding the elected directors followed soon after. Our investigation aims to clarify any misconceptions surrounding this election. ",No NPP Affiliation to the Newly Elected  Director Board of Galle District`s Chamber of Commerce and Industries!,2/8/2024,0
ID0260,C:\Users\A S U S\Downloads\Health Images\Images\260.png,"The Israel-Palestine conflict has entered a phase of heightened intensity, marked by escalating tensions and violence. Concurrently, relations between Israel and Russia are deteriorating, evident in Russia’s public condemnation of Israel’s recent attacks on the Gaza Strip. This downturn in relations underscores a significant shift in geopolitical dynamics, with Russia taking a more critical stance toward Israel’s actions in the region. ",Old footage Viral As Putin neglecting Netanyahu in a recent summit,2/6/2024,0
ID0261,C:\Users\A S U S\Downloads\Health Images\Images\261.png,"With the prospect of upcoming elections, the widespread dissemination of false information is evident across social media platforms and within political circles and campaigns. Below is an investigation we conducted on a viral post about General Daya Rathnayake. ",General Daya Ratnayake remains with SJB; Has NOT switched to the Mawbima Janata Party!,2/2/2024,0
ID0262,C:\Users\A S U S\Downloads\Health Images\Images\262.png,"Corruption is a pervasive issue commonly seen across South Asia. While it contributes to inefficiencies in various projects, it’s crucial to recognise that not all shortcomings are solely due to corrupt practices. Many socio-economic, technical, and political factors also play significant roles.  ",Unsubstantiated Attributions of Maternity Hospital Related Corruption Allegations on President Wickremesinghe,3/30/2024,0
ID0263,C:\Users\A S U S\Downloads\Health Images\Images\263.png,"As the presidential and parliamentary elections are expected to be held by the end of this year or early next year, social media platforms have become inundated with dubious and unverified survey results. Amidst this deluge of information, the accuracy and reliability of these polls are increasingly questioned, fueling uncertainty and speculation among the populace. With the political landscape in flux, citizens face the challenge of discerning truth from misinformation as they navigate the upcoming electoral process. ","Unverified, Dubious Rumours Say AKD Hailed As Emerging Political Leader of Asia",3/29/2024,0
ID0264,C:\Users\A S U S\Downloads\Health Images\Images\264.png,"As the presidential election is supposed to be held in the latter half of 2024, there are already a number of discussions in the political arena about possible tie-ups. One such scenario being projected by some is the possible coalition of SJB along with President Ranil Wickremasinghe.
Against this backdrop, a series of viral images implied that there are already indications of this coalition, stating that Hirunika Premachandra, a prominent female politician from SJB and former president and a key figure in Sri Lankan political circles, Chandrika Kumaratunga, were caught on camera recently having a cordial discussion. ","2019 Images Viral As Recent Cordial Getogether of Ranil, Hirunika & Chandrika!",3/22/2024,0
ID0265,C:\Users\A S U S\Downloads\Health Images\Images\265.png,"The presidential election in Sri Lanka, anticipated to take place this year, has sparked extensive social media discussion. However, amidst these discussions, there is a concerning trend of survey results being disseminated across social media channels, which lack credibility. These fabricated survey outcomes are contributing to misinformation and confusion among the populace regarding the potential consequences of the election.",Dubious Survey Claims by “Mass Media News” on Sri Lankan Presidential Election,3/19/2024,0
ID0266,C:\Users\A S U S\Downloads\Health Images\Images\266.png,"Lal Kantha, a leader of the National People’s Power (NPP), has consistently made controversial statements. However, it’s important to note that some of his statements have been misrepresented or altered by social media users, leading to misinterpretations of his intentions or views.
This highlights the potential for misinformation to spread rapidly in online spaces and underscores the importance of verifying sources and understanding context before drawing conclusions from social media content ",Lal Kantha did NOT say that NPP would nationalise the top private businesses under their government!,3/11/2024,0
ID0267,C:\Users\A S U S\Downloads\Health Images\Images\267.png,"Frequent dissemination of misinformation/disinformation targeting politicians,  is a widely see on Sri Lankan social media platforms. Many times misleading narratives are shared wth satirical image edits as well. Let´s look at one such claim.",Image of Former President Mahinda Rajapaksa Reading a Sex Education Related Book ?,3/8/2024,0
ID0268,C:\Users\A S U S\Downloads\Health Images\Images\268.png,"In recent weeks, Sajith Premadasa, the opposition leader of Sri Lanka, and his wife welcomed a new addition to their family—a daughter. Premadasa himself disclosed this joyful news during a public meeting. 
However, alongside this celebration, there has been a concerning trend of misleading social media posts circulating about the opposition leader’s private life, particularly targeting his wife. These posts aim to undermine Premadasa’s credibility and integrity, raising questions about the ethics of public discourse and the spread of misinformation in the digital age ","Is Jalani Premadasa, the wife of Sri Lanka’s opposition leader, 64 years old?",3/7/2024,0
ID0269,C:\Users\A S U S\Downloads\Health Images\Images\269.png,"The upcoming presidential election in Sri Lanka is expected to take place this year, sparking discussions about potential debates between the main political parties of the opposition. The main opposition party, Samagi Jana Balawegaya (SJB) and National Peoples Power (NPP), hold differing views on various issues, prompting calls for debates to be a focal point in Sri Lankan politics. This debate proposition encompasses two key aspects: one involving a debate between the leaders of the two parties, SJB leader Sajith Premadasa and Anura Kumara Dissanayake of the NPP, and another featuring economic councils from both parties discussing strategies to address the country’s economic crisis and foster improvement. 
Against this backdrop, NPP national executive committee member Nalinda Jayatissa recently communicated to SJB general secretary Ranjith Madduma Bandara, expressing NPP leader Anura Kumara Dissanayake’s readiness to debate Opposition Leader Sajith Premadasa on May 7, 9, 13, or 14, leaving the choice of date to the Opposition Leader’s discretion. ","The letter purportedly written by Sajith to Anura, suggesting June 31st as a debate date, is fake.",4/23/2024,0
